节点编号,X坐标（米）,Y坐标（米）,Z坐标（米）
E290,-190.2844,74.71,-220.1148
E291,-186.0202,86.185,-219.5653
E292,-181.4464,97.517,-218.6503
E293,-176.5707,108.686,-217.3715
E294,-171.5117,118.137,-216.4895
E295,-166.2329,127.436,-215.33
E296,-160.7409,136.572,-213.8944
E297,-155.0429,145.532,-212.1846
E298,-149.1462,154.306,-210.2029
E299,-143.0582,162.883,-207.9516
E300,-136.7868,171.25,-205.4338
A277,-130.3401,179.398,-202.6525
A302,-124.9537,188.874,-197.3661
A303,-115.1089,192.343,-199.9862
A304,-105.0943,195.578,-202.3478
A305,-94.9682,198.567,-204.4326
A306,-84.6037,201.326,-206.2772
A307,-74.2474,203.817,-207.8136
A308,-63.7729,206.056,-209.0792
A309,-53.241,208.038,-210.0616
A310,-42.8685,209.476,-211.0036
A311,-30.6997,210.497,-212.1054
A312,-18.4516,211.182,-212.8429
A313,-6.2008,211.524,-213.2121
A314,6.2008,211.524,-213.2121
A315,18.4516,211.182,-212.8429
A316,30.6997,210.497,-212.1054
A317,42.8685,209.476,-211.0036
A318,53.241,208.038,-210.0616
A319,63.7729,206.056,-209.0792
A320,74.2474,203.817,-207.8136
A321,84.6037,201.326,-206.2772
A322,94.9682,198.567,-204.4326
A323,105.0943,195.578,-202.3478
A324,115.1089,192.343,-199.9862
A325,124.9537,188.874,-197.3661
B301,134.3825,184.962,-194.8607
B302,141.017,177.204,-197.3661
B303,147.3579,168.913,-199.9862
B304,153.5298,160.388,-202.3478
B305,159.5009,151.681,-204.4326
B306,165.3283,142.676,-206.2772
B307,170.8969,133.597,-207.8136
B308,176.264,124.327,-209.0792
B309,181.4033,114.923,-210.0616
B310,185.9758,105.502,-211.0036
B311,190.7078,94.245,-212.1054
B312,195.1436,82.808,-212.8429
B313,199.2549,71.262,-213.2121
B314,203.0872,59.468,-213.2121
B315,206.5473,47.71,-212.8429
B316,209.6813,35.85,-212.1054
B317,212.47,23.961,-211.0036
B318,214.308,13.652,-210.0616
B319,215.6778,3.024,-209.0792
B320,216.7844,-7.63,-207.8136
B321,217.6162,-18.249,-206.2772
B322,218.1945,-28.959,-204.4326
B323,218.4816,-39.513,-202.3478
B324,218.4992,-50.038,-199.9862
B325,218.2426,-60.472,-197.3661
C301,217.4355,-70.649,-194.8607
C302,212.107,-79.356,-197.3661
C303,206.1812,-87.949,-199.9862
C304,199.9809,-96.453,-202.3478
C305,193.5452,-104.822,-204.4326
C306,186.7822,-113.147,-206.2772
C307,179.8676,-121.249,-207.8136
C308,172.71,-129.218,-209.0792
C309,165.3544,-137.011,-210.0616
C310,157.8079,-144.271,-211.0036
C311,148.5636,-152.25,-212.1054
C312,139.057,-160.003,-212.8429
C313,129.3471,-167.481,-213.2121
C314,119.314,-174.771,-213.2121
C315,109.2016,-181.695,-212.8429
C316,98.8905,-188.34,-212.1054
C317,88.4452,-194.666,-211.0036
C318,79.2087,-199.6,-210.0616
C319,69.5233,-204.187,-209.0792
C320,59.7327,-208.532,-207.8136
C321,49.8905,-212.604,-206.2772
C322,39.8834,-216.464,-204.4326
C323,29.9348,-219.998,-202.3478
C324,19.931,-223.267,-199.9862
C325,9.9276,-226.248,-197.3661
D301,0,-228.625,-194.8607
D302,-9.9276,-226.248,-197.3661
D303,-19.931,-223.267,-199.9862
D304,-29.9348,-219.998,-202.3478
D305,-39.8834,-216.464,-204.4326
D306,-49.8905,-212.604,-206.2772
D307,-59.7327,-208.532,-207.8136
D308,-69.5233,-204.187,-209.0792
D309,-79.2087,-199.6,-210.0616
D310,-88.4452,-194.666,-211.0036
D311,-98.8905,-188.34,-212.1054
D312,-109.2016,-181.695,-212.8429
D313,-119.314,-174.771,-213.2121
D314,-129.3471,-167.481,-213.2121
D315,-139.057,-160.003,-212.8429
D316,-148.5636,-152.25,-212.1054
D317,-157.8079,-144.271,-211.0036
D318,-165.3544,-137.011,-210.0616
D319,-172.71,-129.218,-209.0792
D320,-179.8676,-121.249,-207.8136
D321,-186.7822,-113.147,-206.2772
D322,-193.5452,-104.822,-204.4326
D323,-199.9809,-96.453,-202.3478
D324,-206.1812,-87.949,-199.9862
D325,-212.107,-79.356,-197.3661
E301,-217.4355,-70.649,-194.8607
E302,-218.2426,-60.472,-197.3661
E303,-218.4992,-50.038,-199.9862
E304,-218.4816,-39.513,-202.3478
E305,-218.1945,-28.959,-204.4326
E306,-217.6162,-18.249,-206.2772
E307,-216.7844,-7.63,-207.8136
E308,-215.6778,3.024,-209.0792
E309,-214.308,13.652,-210.0616
E310,-212.47,23.961,-211.0036
E311,-209.6813,35.85,-212.1054
E312,-206.5473,47.71,-212.8429
E313,-203.0872,59.468,-213.2121
E314,-199.2549,71.262,-213.2121
E315,-195.1436,82.808,-212.8429
E316,-190.7078,94.245,-212.1054
E317,-185.9758,105.502,-211.0036
E318,-181.4033,114.923,-210.0616
E319,-176.264,124.327,-209.0792
E320,-170.8969,133.597,-207.8136
E321,-165.3283,142.676,-206.2772
E322,-159.5009,151.681,-204.4326
E323,-153.5298,160.388,-202.3478
E324,-147.3579,168.913,-199.9862
E325,-141.017,177.204,-197.3661
A301,-134.3825,184.962,-194.8607
A327,-128.8929,194.293,-189.4129
A328,-119.3641,198.043,-191.7586
A329,-109.4096,201.375,-194.2112
A330,-99.3142,204.447,-196.4137
A331,-89.0003,207.306,-198.3516
A332,-78.5697,209.894,-200.0295
A333,-68.1341,212.231,-201.3856
A334,-57.6107,214.295,-202.4824
A335,-47.2682,215.836,-203.5209
A336,-36.8679,217.114,-204.3104
A337,-24.6505,217.983,-205.2221
A338,-12.3918,218.488,-205.7908
A339,0,218.674,-205.9661
A340,12.3918,218.488,-205.7908
A341,24.6505,217.983,-205.2221
A342,36.8679,217.114,-204.3104
A343,47.2682,215.836,-203.5209
A344,57.6107,214.295,-202.4824
A345,68.1341,212.231,-201.3856
A346,78.5697,209.894,-200.0295
A347,89.0003,207.306,-198.3516
A348,99.3142,204.447,-196.4137
A349,109.4096,201.375,-194.2112
A350,119.3641,198.043,-191.7586
A351,128.8929,194.293,-189.4129
B326,138.2641,190.305,-186.8356
B327,144.9529,182.624,-189.4129
B328,151.4645,174.721,-191.7586
B329,157.7092,166.283,-194.2112
B330,163.7507,157.631,-196.4137
B331,169.657,148.706,-198.3516
B332,175.3409,139.585,-200.0295
B333,180.7885,130.383,-201.3856
B334,186.0034,121.012,-202.4824
B335,190.6654,111.652,-203.5209
B336,195.0942,102.156,-204.3104
B337,199.6963,90.805,-205.2221
B338,203.9646,79.302,-205.7908
B339,207.9709,67.574,-205.9661
B340,211.6231,55.731,-205.7908
B341,214.9311,43.917,-205.2221
B342,217.8798,32.029,-204.3104
B343,219.8788,21.743,-203.5209
B344,221.6087,11.43,-202.4824
B345,222.8977,0.784,-201.3856
B346,223.8997,-9.863,-200.0295
B347,224.6623,-20.583,-198.3516
B348,225.1303,-31.275,-196.4137
B349,225.328,-41.826,-194.2112
B350,225.2356,-52.323,-191.7586
B351,224.6131,-62.544,-189.4129
C326,223.716,-72.689,-186.8356
C327,218.4788,-81.424,-189.4129
C328,212.9743,-90.059,-191.7586
C329,206.8792,-98.606,-194.2112
C330,200.5177,-107.025,-196.4137
C331,193.8541,-115.401,-198.3516
C332,186.9364,-123.625,-200.0295
C333,179.8676,-131.649,-201.3856
C334,172.5671,-139.505,-202.4824
C335,165.106,-146.831,-203.5209
C336,157.4428,-153.978,-204.3104
C337,148.0696,-161.862,-205.2221
C338,138.4488,-169.476,-205.7908
C339,128.5331,-176.91,-205.9661
C340,118.3985,-184.043,-205.7908
C341,108.1843,-190.84,-205.2221
C342,97.7892,-197.318,-204.3104
C343,88.6243,-202.398,-203.5209
C344,79.351,-207.23,-202.4824
C345,69.6243,-211.746,-201.3856
C346,59.8079,-215.989,-200.0295
C347,49.8486,-220.027,-198.3516
C348,39.824,-223.776,-196.4137
C349,29.8508,-227.224,-194.2112
C350,19.8391,-230.38,-191.7586
C351,9.9256,-232.947,-189.4129
D326,0,-235.229,-186.8356
D327,-9.9256,-232.947,-189.4129
D328,-19.8391,-230.38,-191.7586
D329,-29.8508,-227.224,-194.2112
D330,-39.824,-223.776,-196.4137
D331,-49.8486,-220.027,-198.3516
D332,-59.8079,-215.989,-200.0295
D333,-69.6243,-211.746,-201.3856
D334,-79.351,-207.23,-202.4824
D335,-88.6243,-202.398,-203.5209
D336,-97.7892,-197.318,-204.3104
D337,-108.1843,-190.84,-205.2221
D338,-118.3985,-184.043,-205.7908
D339,-128.5331,-176.91,-205.9661
D340,-138.4488,-169.476,-205.7908
D341,-148.0696,-161.862,-205.2221
D342,-157.4428,-153.978,-204.3104
D343,-165.106,-146.831,-203.5209
D344,-172.5671,-139.505,-202.4824
D345,-179.8676,-131.649,-201.3856
D346,-186.9364,-123.625,-200.0295
D347,-193.8541,-115.401,-198.3516
D348,-200.5177,-107.025,-196.4137
D349,-206.8792,-98.606,-194.2112
D350,-212.9743,-90.059,-191.7586
D351,-218.4788,-81.424,-189.4129
E326,-223.716,-72.689,-186.8356
E327,-224.6131,-62.544,-189.4129
E328,-225.2356,-52.323,-191.7586
E329,-225.328,-41.826,-194.2112
E330,-225.1303,-31.275,-196.4137
E331,-224.6623,-20.583,-198.3516
E332,-223.8997,-9.863,-200.0295
E333,-222.8977,0.784,-201.3856
E334,-221.6087,11.43,-202.4824
E335,-219.8788,21.743,-203.5209
E336,-217.8798,32.029,-204.3104
E337,-214.9311,43.917,-205.2221
E338,-211.6232,55.731,-205.7908
E339,-207.9709,67.574,-205.9661
E340,-203.9646,79.302,-205.7908
E341,-199.6963,90.805,-205.2221
E342,-195.0942,102.156,-204.3104
E343,-190.6654,111.652,-203.5209
E344,-186.0034,121.012,-202.4824
E345,-180.7885,130.383,-201.3856
E346,-175.3409,139.585,-200.0295
E347,-169.657,148.706,-198.3516
E348,-163.7507,157.631,-196.4137
E349,-157.7092,166.283,-194.2112
E350,-151.4645,174.721,-191.7586
E351,-144.9529,182.624,-189.4129
A326,-138.2641,190.305,-186.8356
A353,-132.6793,199.494,-181.2145
A354,-123.1951,203.323,-183.6386
A355,-113.5804,206.89,-185.8393
A356,-103.5306,210.061,-188.1385
A357,-93.2817,213.033,-190.1469
A358,-82.8866,215.721,-191.9233
A359,-72.4062,218.115,-193.4519
A360,-61.9066,220.277,-194.6436
A361,-51.6079,221.936,-195.7587
A362,-41.2231,223.317,-196.6479
A363,-30.8105,224.417,-197.3021
A364,-18.5633,225.108,-198.0459
A365,-6.2008,225.502,-198.3699
A366,6.2008,225.502,-198.3699
A367,18.5633,225.108,-198.0459
A368,30.8105,224.417,-197.3021
A369,41.2231,223.317,-196.6479
A370,51.6079,221.936,-195.7587
A371,61.9066,220.277,-194.6436
A372,72.4062,218.115,-193.4519
A373,82.8866,215.721,-191.9233
A374,93.2817,213.033,-190.1469
A375,103.5306,210.061,-188.1385
A376,113.5804,206.89,-185.8393
A377,123.1951,203.323,-183.6386
A378,132.6793,199.494,-181.2145
B352,141.9801,195.419,-178.5868
B353,148.7294,187.833,-181.2145
B354,155.3017,179.996,-183.6386
B355,161.6657,171.954,-185.8393
B356,167.7869,163.376,-188.1385
B357,173.7803,154.547,-190.1469
B358,179.5492,145.492,-191.9233
B359,185.0643,136.264,-193.4519
B360,190.365,126.946,-194.6436
B361,195.1254,117.664,-195.7587
B362,199.6483,108.215,-196.6479
B363,203.9117,98.651,-197.3021
B364,208.3535,87.217,-198.0459
B365,212.5489,75.582,-198.3699
B366,216.3812,63.787,-198.3699
B367,219.8263,51.908,-198.0459
B368,222.9537,40.046,-197.3021
B369,225.1257,29.804,-196.6479
B370,227.0208,19.5,-195.7587
B371,228.6254,9.193,-194.6436
B372,229.8138,-1.461,-193.4519
B373,230.776,-12.168,-191.9233
B374,231.4315,-22.885,-190.1469
B375,231.7723,-33.551,-188.1385
B376,231.8623,-44.088,-185.8393
B377,231.4405,-54.335,-183.6386
B378,230.7298,-64.538,-181.2145
C352,229.7287,-74.643,-178.5868
C353,224.5992,-83.406,-181.2145
C354,219.1768,-92.079,-183.6386
C355,213.4953,-100.616,-185.8393
C356,207.2286,-109.088,-188.1385
C357,200.6838,-117.517,-190.1469
C358,193.8541,-125.802,-191.9233
C359,186.7822,-133.899,-193.4519
C360,179.5586,-141.819,-194.6436
C361,172.202,-149.215,-195.7587
C362,164.6126,-156.436,-196.6479
C363,156.8349,-163.446,-197.3021
C364,147.3329,-171.204,-198.0459
C365,137.5632,-178.79,-198.3699
C366,127.5302,-186.079,-198.3699
C367,117.2968,-193.027,-198.0459
C368,106.9824,-199.666,-197.3021
C369,97.9122,-204.897,-196.6479
C370,88.6987,-209.883,-195.7587
C371,79.3916,-214.595,-194.6436
C372,69.6266,-219.017,-193.4519
C373,59.7408,-223.241,-191.9233
C374,49.7509,-227.176,-190.1469
C375,39.7125,-230.796,-188.1385
C376,29.7184,-234.138,-185.8393
C377,19.8429,-236.903,-183.6386
C378,9.9195,-239.38,-181.2145
D352,0,-241.551,-178.5868
D353,-9.9195,-239.38,-181.2145
D354,-19.8429,-236.903,-183.6386
D355,-29.7184,-234.138,-185.8393
D356,-39.7125,-230.796,-188.1385
D357,-49.7509,-227.176,-190.1469
D358,-59.7408,-223.241,-191.9233
D359,-69.6266,-219.017,-193.4519
D360,-79.3916,-214.595,-194.6436
D361,-88.6987,-209.883,-195.7587
D362,-97.9122,-204.897,-196.6479
D363,-106.9824,-199.666,-197.3021
D364,-117.2968,-193.027,-198.0459
D365,-127.5302,-186.079,-198.3699
D366,-137.5632,-178.79,-198.3699
D367,-147.3329,-171.204,-198.0459
D368,-156.8349,-163.446,-197.3021
D369,-164.6126,-156.436,-196.6479
D370,-172.202,-149.215,-195.7587
D371,-179.5586,-141.819,-194.6436
D372,-186.7822,-133.899,-193.4519
D373,-193.8541,-125.802,-191.9233
D374,-200.6838,-117.517,-190.1469
D375,-207.2286,-109.088,-188.1385
D376,-213.4953,-100.616,-185.8393
D377,-219.1768,-92.079,-183.6386
D378,-224.5992,-83.406,-181.2145
E352,-229.7287,-74.643,-178.5868
E353,-230.7298,-64.538,-181.2145
E354,-231.4405,-54.335,-183.6386
E355,-231.8622,-44.088,-185.8393
E356,-231.7723,-33.551,-188.1385
E357,-231.4315,-22.885,-190.1469
E358,-230.776,-12.168,-191.9233
E359,-229.8138,-1.461,-193.4519
E360,-228.6254,9.193,-194.6436
E361,-227.0208,19.5,-195.7587
E362,-225.1257,29.804,-196.6479
E363,-222.9537,40.046,-197.3021
E364,-219.8263,51.908,-198.0459
E365,-216.3812,63.787,-198.3699
E366,-212.5489,75.582,-198.3699
E367,-208.3535,87.217,-198.0459
E368,-203.9117,98.651,-197.3021
E369,-199.6483,108.215,-196.6479
E370,-195.1254,117.664,-195.7587
E371,-190.365,126.946,-194.6436
E372,-185.0643,136.264,-193.4519
E373,-179.5492,145.492,-191.9233
E374,-173.7803,154.547,-190.1469
E375,-167.7869,163.376,-188.1385
E376,-161.6657,171.954,-185.8393
E377,-155.3017,179.996,-183.6386
E378,-148.7294,187.833,-181.2145
A352,-141.9801,195.419,-178.5868
A380,-136.2851,204.453,-172.8163
A381,-126.878,208.358,-175.2979
A382,-117.3164,212.008,-177.5659
A383,-107.6119,215.401,-179.6177
A384,-97.4169,218.476,-181.7102
A385,-87.0948,221.266,-183.5655
A386,-76.659,223.767,-185.1812
A387,-66.1232,225.976,-186.5552
A388,-55.8582,227.744,-187.7581
A389,-45.5253,229.233,-188.7322
A390,-35.1369,230.444,-189.4763
A391,-24.7056,231.374,-189.9897
A392,-12.3633,231.964,-190.4739
A393,0,232.16,-190.6355
A394,12.3633,231.964,-190.4739
A395,24.7056,231.374,-189.9897
A396,35.1369,230.444,-189.4763
A397,45.5253,229.233,-188.7322
A398,55.8582,227.744,-187.7581
A399,66.1232,225.976,-186.5552
A400,76.659,223.767,-185.1812
A401,87.0948,221.266,-183.5655
A402,97.4169,218.476,-181.7102
A403,107.6119,215.401,-179.6177
A404,117.3164,212.008,-177.5659
A405,126.878,208.358,-175.2979
A406,136.2851,204.453,-172.8163
B379,145.5263,200.3,-170.1243
B380,152.332,192.795,-172.8163
B381,158.9522,185.055,-175.2979
B382,165.3788,177.089,-177.5659
B383,171.604,168.908,-179.6177
B384,177.679,160.162,-181.7102
B385,183.5221,151.207,-183.5655
B386,189.1257,142.055,-185.1812
B387,194.4825,132.718,-186.5552
B388,199.3354,123.501,-187.7581
B389,203.9455,114.134,-188.7322
B390,208.3071,104.629,-189.4763
B391,212.4149,94.995,-189.9897
B392,216.7898,83.439,-190.4739
B393,220.7973,71.742,-190.6355
B394,224.4307,59.923,-190.4739
B395,227.6838,48.002,-189.9897
B396,230.0228,37.794,-189.4763
B397,232.0817,27.54,-188.7322
B398,233.8577,17.253,-187.7581
B399,235.3489,6.944,-186.5552
B400,236.5036,-3.759,-185.1812
B401,237.3497,-14.457,-183.5655
B402,237.886,-25.136,-181.7102
B403,238.1118,-35.782,-179.6177
B404,237.8843,-46.06,-177.5659
B405,237.3671,-56.282,-175.2979
B406,236.5608,-66.435,-172.8163
C379,235.4664,-76.507,-170.1243
C380,230.4315,-85.299,-172.8163
C381,225.1159,-93.987,-175.2979
C382,219.5261,-102.561,-177.5659
C383,213.669,-111.009,-179.6177
C384,207.2286,-119.49,-181.7102
C385,200.5177,-127.814,-183.5655
C386,193.5452,-135.972,-185.1812
C387,186.32,-143.952,-186.5552
C388,179.0543,-151.415,-187.7581
C389,171.5705,-158.694,-188.7322
C390,163.8777,-165.78,-189.4763
C391,155.9852,-172.663,-189.9897
C392,146.3467,-180.395,-190.4739
C393,136.4603,-187.821,-190.6355
C394,126.3425,-194.929,-190.4739
C395,116.0107,-201.706,-189.9897
C396,107.0251,-207.085,-189.4763
C397,97.9091,-212.212,-188.7322
C398,88.6738,-217.08,-187.7581
C399,79.3305,-221.684,-186.5552
C400,69.5083,-226.09,-185.1812
C401,59.5954,-230.2,-183.5655
C402,49.6047,-234.01,-181.7102
C403,39.5493,-237.515,-179.6177
C404,29.7042,-240.474,-177.5659
C405,19.8229,-243.141,-175.2979
C406,9.9175,-245.512,-172.8163
D379,0,-247.584,-170.1243
D380,-9.9175,-245.512,-172.8163
D381,-19.8229,-243.141,-175.2979
D382,-29.7042,-240.474,-177.5659
D383,-39.5493,-237.515,-179.6177
D384,-49.6047,-234.01,-181.7102
D385,-59.5954,-230.2,-183.5655
D386,-69.5083,-226.09,-185.1812
D387,-79.3305,-221.684,-186.5552
D388,-88.6738,-217.08,-187.7581
D389,-97.9091,-212.212,-188.7322
D390,-107.0251,-207.085,-189.4763
D391,-116.0107,-201.706,-189.9897
D392,-126.3425,-194.929,-190.4739
D393,-136.4603,-187.821,-190.6355
D394,-146.3467,-180.395,-190.4739
D395,-155.9852,-172.663,-189.9897
D396,-163.8777,-165.78,-189.4763
D397,-171.5705,-158.694,-188.7322
D398,-179.0543,-151.415,-187.7581
D399,-186.32,-143.952,-186.5552
D400,-193.5452,-135.972,-185.1812
D401,-200.5177,-127.814,-183.5655
D402,-207.2286,-119.49,-181.7102
D403,-213.669,-111.009,-179.6177
D404,-219.5261,-102.561,-177.5659
D405,-225.1159,-93.987,-175.2979
D406,-230.4315,-85.299,-172.8163
E379,-235.4664,-76.507,-170.1243
E380,-236.5608,-66.435,-172.8163
E381,-237.3671,-56.282,-175.2979
E382,-237.8843,-46.06,-177.5659
E383,-238.1118,-35.782,-179.6177
E384,-237.886,-25.136,-181.7102
E385,-237.3497,-14.457,-183.5655
E386,-236.5036,-3.759,-185.1812
E387,-235.3489,6.944,-186.5552
E388,-233.8577,17.253,-187.7581
E389,-232.0817,27.54,-188.7322
E390,-230.0228,37.794,-189.4763
E391,-227.6838,48.002,-189.9897
E392,-224.4307,59.923,-190.4739
E393,-220.7973,71.742,-190.6355
E394,-216.7898,83.439,-190.4739
E395,-212.4149,94.995,-189.9897
E396,-208.3071,104.629,-189.4763
E397,-203.9455,114.134,-188.7322
E398,-199.3354,123.501,-187.7581
E399,-194.4825,132.718,-186.5552
E400,-189.1257,142.055,-185.1812
E401,-183.5221,151.207,-183.5655
E402,-177.679,160.162,-181.7102
E403,-171.604,168.908,-179.6177
E404,-165.3788,177.089,-177.5659
E405,-158.9522,185.055,-175.2979
E406,-152.332,192.795,-172.8163
A379,-145.5263,200.3,-170.1243
A407,-120.8735,216.939,-169.0189
A408,-111.2083,220.416,-171.1434
A409,-101.4685,223.561,-173.1041
A410,-91.1861,226.457,-175.0499
A411,-80.7616,229.069,-176.7629
A432,-74.2966,236.499,-169.6718
A412,-70.2549,231.386,-178.2278
A433,-64.1622,238.536,-170.9512
A413,-60.0838,233.313,-179.4304
A434,-53.9506,240.285,-172.0251
A414,-49.7705,234.913,-180.4967
A435,-43.5818,241.724,-172.9469
A415,-39.3734,236.235,-181.3369
A436,-33.1597,242.866,-173.6572
A416,-28.9515,237.275,-181.942
A437,-22.789,243.683,-174.1821
A417,-18.5626,237.974,-182.3842
A438,-12.391,244.208,-174.4976
A418,-6.2003,238.369,-182.7081
A439,0,244.416,-174.6462
A419,6.2003,238.369,-182.7081
A440,12.391,244.208,-174.4976
A420,18.5626,237.974,-182.3842
A441,22.789,243.683,-174.1821
A421,28.9515,237.275,-181.942
A442,33.1597,242.866,-173.6572
A422,39.3734,236.235,-181.3369
A443,43.5818,241.724,-172.9469
A423,49.7705,234.913,-180.4967
A444,53.9506,240.285,-172.0251
A424,60.0838,233.313,-179.4304
A445,64.1622,238.536,-170.9512
A425,70.2549,231.386,-178.2278
A446,74.2966,236.499,-169.6718
A426,80.7616,229.069,-176.7629
A427,91.1861,226.457,-175.0499
A428,101.4685,223.561,-173.1041
A429,111.2083,220.416,-171.1434
A430,120.8735,216.939,-169.0189
B407,168.969,181.996,-169.0189
B408,175.262,173.878,-171.1434
B409,181.2632,165.587,-173.1041
B410,187.1954,156.703,-175.0499
B411,192.9009,147.595,-176.7629
B432,201.9648,143.743,-169.6718
B412,198.3508,138.319,-178.2278
B433,207.0333,134.734,-170.9512
B413,203.3267,129.241,-179.4304
B434,211.8529,125.563,-172.0251
B414,208.0354,119.927,-180.4967
B435,216.425,116.146,-172.9469
B415,212.5055,110.447,-181.3369
B436,220.7322,106.587,-173.6572
B416,216.7148,100.857,-181.942
B437,224.7142,96.976,-174.1821
B417,220.5905,91.193,-182.3842
B438,228.4259,87.249,-174.4976
B418,224.7858,79.557,-182.7081
B439,232.4528,75.529,-174.6462
B419,228.6178,67.763,-182.7081
B440,236.084,63.68,-174.4976
B420,232.0628,55.884,-182.3842
B441,238.7986,53.629,-174.1821
B421,234.6078,45.788,-181.942
B442,241.226,43.513,-173.6572
B422,236.8396,35.555,-181.3369
B443,243.36,33.248,-172.9469
B423,238.7952,25.258,-180.4967
B444,245.1963,22.942,-172.0251
B424,240.4605,14.955,-179.4304
B445,246.6877,12.69,-170.9512
B425,241.7707,4.686,-178.2278
B446,247.8826,2.422,-169.6718
B426,242.8143,-6.022,-176.7629
B427,243.5515,-16.744,-175.0499
B428,243.9742,-27.418,-173.1041
B429,243.9925,-37.653,-171.1434
B430,243.6729,-47.919,-169.0189
C407,225.302,-104.459,-169.0189
C408,219.5261,-112.953,-171.1434
C409,213.4953,-121.222,-173.1041
C410,206.8792,-129.609,-175.0499
C411,199.9809,-137.85,-176.7629
C432,199.1177,-147.661,-169.6718
C412,192.8425,-145.9,-178.2278
C433,192.1158,-155.265,-170.9512
C413,185.7466,-153.437,-179.4304
C434,184.8829,-162.683,-172.0251
C414,178.3434,-160.794,-180.4967
C435,177.3398,-169.941,-172.9469
C415,170.709,-167.974,-181.3369
C436,169.5797,-176.991,-173.6572
C416,162.8886,-174.941,-181.942
C437,161.67,-183.748,-174.1821
C417,154.8951,-181.614,-182.3842
C438,153.566,-190.284,-174.4976
C418,145.1256,-189.199,-182.7081
C439,143.6637,-197.736,-174.6462
C419,135.0933,-196.488,-182.7081
C440,133.5169,-204.851,-174.4976
C420,124.8601,-203.435,-182.3842
C441,124.7966,-210.538,-174.1821
C421,116.0441,-208.976,-181.942
C442,115.9262,-215.973,-173.6572
C422,107.0016,-214.261,-181.3369
C443,106.823,-221.175,-172.9469
C423,97.813,-219.302,-180.4967
C444,97.589,-226.106,-172.0251
C424,88.5289,-224.07,-179.4304
C445,88.2992,-230.692,-170.9512
C425,79.1676,-228.489,-178.2278
C446,78.9032,-235.002,-169.6718
C426,69.3059,-232.791,-176.7629
C427,59.337,-236.805,-175.0499
C428,49.3159,-240.506,-173.1041
C429,39.5874,-243.686,-171.1434
C430,29.7247,-246.554,-169.0189
D407,-29.7247,-246.554,-169.0189
D408,-39.5874,-243.686,-171.1434
D409,-49.3159,-240.506,-173.1041
D410,-59.337,-236.805,-175.0499
D411,-69.3059,-232.791,-176.7629
D432,-78.9032,-235.002,-169.6718
D412,-79.1676,-228.489,-178.2278
D433,-88.2992,-230.692,-170.9512
D413,-88.5289,-224.07,-179.4304
D434,-97.589,-226.106,-172.0251
D414,-97.813,-219.302,-180.4967
D435,-106.823,-221.175,-172.9469
D415,-107.0016,-214.261,-181.3369
D436,-115.9262,-215.973,-173.6572
D416,-116.0441,-208.976,-181.942
D437,-124.7966,-210.538,-174.1821
D417,-124.8601,-203.435,-182.3842
D438,-133.5169,-204.851,-174.4976
D418,-135.0933,-196.488,-182.7081
D439,-143.6637,-197.736,-174.6462
D419,-145.1256,-189.199,-182.7081
D440,-153.566,-190.284,-174.4976
D420,-154.895,-181.614,-182.3842
D441,-161.67,-183.748,-174.1821
D421,-162.8886,-174.941,-181.942
D442,-169.5797,-176.991,-173.6572
D422,-170.709,-167.974,-181.3369
D443,-177.3398,-169.941,-172.9469
D423,-178.3434,-160.794,-180.4967
D444,-184.8829,-162.683,-172.0251
D424,-185.7466,-153.437,-179.4304
D445,-192.1158,-155.265,-170.9512
D425,-192.8425,-145.9,-178.2278
D446,-199.1177,-147.661,-169.6718
D426,-199.9809,-137.85,-176.7629
D427,-206.8792,-129.609,-175.0499
D428,-213.4953,-121.222,-173.1041
D429,-219.5261,-112.953,-171.1434
D430,-225.302,-104.459,-169.0189
E407,-243.6729,-47.919,-169.0189
E408,-243.9925,-37.653,-171.1434
E409,-243.9742,-27.418,-173.1041
E410,-243.5515,-16.744,-175.0499
E432,-247.8826,2.422,-169.6718
E411,-242.8143,-6.022,-176.7629
E433,-246.6877,12.69,-170.9512
E412,-241.7707,4.686,-178.2278
E434,-245.1963,22.942,-172.0251
E413,-240.4605,14.955,-179.4304
E435,-243.36,33.248,-172.9469
E414,-238.7952,25.258,-180.4967
E436,-241.226,43.513,-173.6572
E415,-236.8396,35.555,-181.3369
E437,-238.7986,53.629,-174.1821
E416,-234.6078,45.788,-181.942
E438,-236.084,63.68,-174.4976
E417,-232.0628,55.884,-182.3842
E439,-232.4528,75.529,-174.6462
E418,-228.6178,67.763,-182.7081
E440,-228.4259,87.249,-174.4976
E419,-224.7858,79.557,-182.7081
E441,-224.7142,96.976,-174.1821
E420,-220.5905,91.193,-182.3842
E442,-220.7322,106.587,-173.6572
E421,-216.7148,100.857,-181.942
E443,-216.425,116.146,-172.9469
E422,-212.5055,110.447,-181.3369
E444,-211.8529,125.563,-172.0251
E423,-208.0354,119.927,-180.4967
E445,-207.0333,134.734,-170.9512
E424,-203.3267,129.241,-179.4304
E446,-201.9648,143.743,-169.6718
E425,-198.3508,138.319,-178.2278
E426,-192.9009,147.595,-176.7629
E427,-187.1954,156.703,-175.0499
E428,-181.2632,165.587,-173.1041
E429,-175.262,173.878,-171.1434
E430,-168.969,181.996,-169.0189
