X坐标（米）,Y坐标（米）,Z坐标（米）
217.8698,-70.7901,-195.2499,
212.5306,-79.5145,-197.7603,
206.5930,-88.1247,-200.3856,
200.3803,-96.6456,-202.7520,
193.9318,-105.0314,-204.8409,
187.1553,-113.3730,-206.6892,
180.2269,-121.4912,-208.2287,
173.0550,-129.4761,-209.4968,
165.6847,-137.2847,-210.4812,
158.1231,-144.5592,-211.4250,
148.8603,-152.5541,-212.5290,
139.3347,-160.3226,-213.2680,
129.6055,-167.8155,-213.6380,
119.5523,-175.1201,-213.6380,
109.4197,-182.0579,-213.2680,
99.0880,-188.7162,-212.5290,
88.6219,-195.0548,-211.4250,
79.3669,-199.9987,-210.4812,
69.6622,-204.5948,-209.4968,
59.8520,-208.9485,-208.2287,
49.9901,-213.0286,-206.6892,
39.9631,-216.8964,-204.8409,
29.9946,-220.4374,-202.7520,
19.9708,-223.7129,-200.3856,
9.9474,-226.6999,-197.7603,
0.0000,-229.0816,-195.2499,
-9.9474,-226.6999,-197.7603,
-19.9708,-223.7129,-200.3856,
-29.9946,-220.4374,-202.7520,
-39.9631,-216.8964,-204.8409,
-49.9901,-213.0286,-206.6892,
-59.8520,-208.9485,-208.2287,
-69.6622,-204.5948,-209.4968,
-79.3669,-199.9987,-210.4812,
-88.6219,-195.0548,-211.4250,
-99.0880,-188.7162,-212.5290,
-109.4197,-182.0579,-213.2680,
-119.5523,-175.1201,-213.6380,
-129.6054,-167.8155,-213.6380,
-139.3347,-160.3226,-213.2680,
-148.8603,-152.5541,-212.5290,
-158.1231,-144.5592,-211.4250,
-165.6847,-137.2847,-210.4812,
-173.0550,-129.4761,-209.4968,
-180.2269,-121.4912,-208.2287,
-187.1553,-113.3730,-206.6892,
-193.9318,-105.0314,-204.8409,
-200.3803,-96.6457,-202.7520,
-206.5930,-88.1247,-200.3856,
-212.5306,-79.5145,-197.7603,
-217.8698,-70.7901,-195.2499,
-218.6785,-60.5928,-197.7603,
-218.9356,-50.1379,-200.3856,
-218.9180,-39.5919,-202.7520,
-218.6303,-29.0168,-204.8409,
-218.0509,-18.2855,-206.6892,
-217.2174,-7.6452,-208.2287,
-216.1086,3.0300,-209.4968,
-214.7360,13.6793,-210.4812,
-212.8944,24.0089,-211.4250,
-210.1001,35.9216,-212.5290,
-206.9598,47.8053,-213.2680,
-203.4928,59.5868,-213.6380,
-199.6529,71.4043,-213.6380,
-195.5334,82.9734,-213.2680,
-191.0887,94.4332,-212.5290,
-186.3473,105.7127,-211.4250,
-181.7656,115.1525,-210.4812,
-176.6161,124.5753,-209.4968,
-171.2382,133.8638,-208.2287,
-165.6585,142.9610,-206.6892,
-159.8195,151.9840,-204.8409,
-153.8364,160.7083,-202.7520,
-147.6522,169.2504,-200.3856,
-141.2987,177.5579,-197.7603,
-134.6509,185.3314,-195.2499,
-129.1503,194.6811,-189.7912,
-119.6025,198.4386,-192.1416,
-109.6281,201.7772,-194.5991,
-99.5126,204.8553,-196.8060,
-89.1781,207.7201,-198.7478,
-78.7266,210.3132,-200.4290,
-68.2702,212.6549,-201.7878,
-57.7258,214.7230,-202.8868,
-47.3626,216.2671,-203.9274,
-36.9415,217.5476,-204.7185,
-24.6997,218.4184,-205.6320,
-12.4165,218.9244,-206.2018,
0.0000,219.1108,-206.3775,
12.4166,218.9244,-206.2018,
24.6997,218.4184,-205.6320,
36.9415,217.5476,-204.7185,
47.3626,216.2671,-203.9274,
57.7258,214.7230,-202.8868,
68.2702,212.6549,-201.7878,
78.7266,210.3132,-200.4290,
89.1781,207.7201,-198.7478,
99.5126,204.8553,-196.8060,
109.6281,201.7772,-194.5991,
119.6025,198.4386,-192.1416,
129.1503,194.6811,-189.7912,
138.5403,190.6851,-187.2088,
145.2424,182.9888,-189.7912,
151.7670,175.0700,-192.1416,
158.0242,166.6151,-194.5991,
164.0778,157.9458,-196.8060,
169.9959,149.0030,-198.7478,
175.6911,139.8638,-200.4290,
181.1496,130.6434,-201.7878,
186.3749,121.2537,-202.8868,
191.0462,111.8750,-203.9274,
195.4839,102.3600,-204.7185,
200.0952,90.9864,-205.6320,
204.3720,79.4604,-206.2018,
208.3863,67.7090,-206.3775,
212.0458,55.8423,-206.2018,
215.3604,44.0047,-205.6320,
218.3150,32.0930,-204.7185,
220.3180,21.7864,-203.9274,
222.0513,11.4528,-202.8868,
223.3429,0.7856,-201.7878,
224.3469,-9.8827,-200.4290,
225.1110,-20.6241,-198.7478,
225.5800,-31.3375,-196.8060,
225.7781,-41.9095,-194.5991,
225.6855,-52.4275,-192.1416,
225.0617,-62.6689,-189.7912,
224.1628,-72.8342,-187.2088,
218.9152,-81.5866,-189.7912,
213.3997,-90.2389,-192.1416,
207.2924,-98.8029,-194.5991,
200.9182,-107.2388,-196.8060,
194.2413,-115.6315,-198.7478,
187.3098,-123.8719,-200.4290,
180.2269,-131.9119,-201.7878,
172.9118,-139.7836,-202.8868,
165.4358,-147.1243,-203.9274,
157.7573,-154.2855,-204.7185,
148.3653,-162.1853,-205.6320,
138.7253,-169.8145,-206.2018,
128.7898,-177.2633,-206.3775,
118.6350,-184.4106,-206.2018,
108.4004,-191.2212,-205.6320,
97.9845,-197.7121,-204.7185,
88.8013,-202.8023,-203.9274,
79.5095,-207.6439,-202.8868,
69.7634,-212.1689,-201.7878,
59.9274,-216.4204,-200.4290,
49.9482,-220.4665,-198.7478,
39.9035,-224.2230,-196.8060,
29.9104,-227.6778,-194.5991,
19.8787,-230.8401,-192.1416,
9.9454,-233.4123,-189.7912,
0.0000,-235.6988,-187.2088,
-9.9454,-233.4123,-189.7912,
-19.8787,-230.8401,-192.1416,
-29.9104,-227.6778,-194.5991,
-39.9035,-224.2230,-196.8060,
-49.9482,-220.4665,-198.7478,
-59.9274,-216.4204,-200.4290,
-69.7634,-212.1689,-201.7878,
-79.5095,-207.6439,-202.8868,
-88.8013,-202.8023,-203.9274,
-97.9845,-197.7121,-204.7185,
-108.4004,-191.2212,-205.6320,
-118.6350,-184.4106,-206.2018,
-128.7898,-177.2634,-206.3775,
-138.7253,-169.8145,-206.2018,
-148.3653,-162.1853,-205.6320,
-157.7573,-154.2855,-204.7185,
-165.4358,-147.1243,-203.9274,
-172.9118,-139.7836,-202.8868,
-180.2269,-131.9119,-201.7878,
-187.3098,-123.8719,-200.4290,
-194.2413,-115.6315,-198.7478,
-200.9182,-107.2388,-196.8060,
-207.2924,-98.8030,-194.5991,
-213.3997,-90.2389,-192.1416,
-218.9152,-81.5866,-189.7912,
-224.1628,-72.8342,-187.2088,
-225.0617,-62.6689,-189.7912,
-225.6855,-52.4275,-192.1416,
-225.7781,-41.9095,-194.5991,
-225.5800,-31.3375,-196.8060,
-225.1110,-20.6241,-198.7478,
-224.3469,-9.8827,-200.4290,
-223.3429,0.7856,-201.7878,
-222.0513,11.4528,-202.8868,
-220.3180,21.7864,-203.9274,
-218.3150,32.0930,-204.7185,
-215.3604,44.0047,-205.6320,
-212.0459,55.8423,-206.2018,
-208.3863,67.7090,-206.3775,
-204.3720,79.4604,-206.2018,
-200.0952,90.9864,-205.6320,
-195.4839,102.3600,-204.7185,
-191.0462,111.8750,-203.9274,
-186.3749,121.2537,-202.8868,
-181.1496,130.6434,-201.7878,
-175.6911,139.8638,-200.4290,
-169.9959,149.0030,-198.7478,
-164.0778,157.9458,-196.8060,
-158.0242,166.6151,-194.5991,
-151.7670,175.0700,-192.1416,
-145.2424,182.9888,-189.7912,
-138.5403,190.6851,-187.2088,
-132.9443,199.8925,-181.5764,
-123.4412,203.7291,-184.0054,
-113.8073,207.3032,-186.2105,
-103.7374,210.4806,-188.5143,
-93.4680,213.4585,-190.5267,
-83.0522,216.1519,-192.3066,
-72.5508,218.5506,-193.8383,
-62.0302,220.7170,-195.0324,
-51.7110,222.3793,-196.1497,
-41.3054,223.7630,-197.0407,
-30.8720,224.8652,-197.6962,
-18.6004,225.5576,-198.4415,
-6.2132,225.9524,-198.7661,
6.2132,225.9524,-198.7661,
18.6004,225.5576,-198.4415,
30.8720,224.8652,-197.6962,
41.3054,223.7630,-197.0407,
51.7110,222.3793,-196.1497,
62.0302,220.7170,-195.0324,
72.5508,218.5506,-193.8383,
83.0522,216.1519,-192.3066,
93.4680,213.4585,-190.5267,
103.7374,210.4806,-188.5143,
113.8073,207.3032,-186.2105,
123.4412,203.7291,-184.0054,
132.9443,199.8925,-181.5764,
142.2637,195.8093,-178.9435,
149.0265,188.2082,-181.5764,
155.6119,180.3555,-184.0054,
161.9886,172.2974,-186.2105,
168.1220,163.7023,-188.5143,
174.1274,154.8557,-190.5267,
179.9078,145.7826,-192.3066,
185.4339,136.5362,-193.8383,
190.7452,127.1996,-195.0324,
195.5151,117.8990,-196.1497,
200.0471,108.4311,-197.0407,
204.3190,98.8480,-197.6962,
208.7697,87.3912,-198.4415,
212.9734,75.7330,-198.7661,
216.8134,63.9144,-198.7661,
220.2654,52.0117,-198.4415,
223.3990,40.1260,-197.6962,
225.5754,29.8635,-197.0407,
227.4742,19.5389,-196.1497,
229.0820,9.2114,-195.0324,
230.2728,-1.4639,-193.8383,
231.2369,-12.1923,-192.3066,
231.8937,-22.9307,-190.5267,
232.2352,-33.6180,-188.5143,
232.3254,-44.1761,-186.2105,
231.9028,-54.4435,-184.0054,
231.1906,-64.6669,-181.5764,
230.1875,-74.7921,-178.9435,
225.0478,-83.5726,-181.5764,
219.6146,-92.2629,-184.0054,
213.9217,-100.8170,-186.2105,
207.6425,-109.3059,-188.5143,
201.0846,-117.7517,-190.5267,
194.2413,-126.0533,-192.3066,
187.1553,-134.1664,-193.8383,
179.9172,-142.1023,-195.0324,
172.5459,-149.5130,-196.1497,
164.9414,-156.7485,-197.0407,
157.1482,-163.7725,-197.6962,
147.6272,-171.5460,-198.4415,
137.8380,-179.1471,-198.7661,
127.7849,-186.4507,-198.7661,
117.5311,-193.4125,-198.4415,
107.1961,-200.0648,-197.6962,
98.1078,-205.3062,-197.0407,
88.8759,-210.3022,-196.1497,
79.5502,-215.0236,-195.0324,
69.7657,-219.4545,-193.8383,
59.8601,-223.6869,-192.3066,
49.8503,-227.6297,-190.5267,
39.7918,-231.2570,-188.5143,
29.7778,-234.6057,-186.2105,
19.8825,-237.3762,-184.0054,
9.9393,-239.8581,-181.5764,
0.0000,-242.0335,-178.9435,
-9.9393,-239.8581,-181.5764,
-19.8825,-237.3762,-184.0054,
-29.7778,-234.6057,-186.2105,
-39.7918,-231.2570,-188.5143,
-49.8503,-227.6297,-190.5267,
-59.8601,-223.6869,-192.3066,
-69.7657,-219.4545,-193.8383,
-79.5502,-215.0236,-195.0324,
-88.8759,-210.3022,-196.1497,
-98.1078,-205.3062,-197.0407,
-107.1961,-200.0648,-197.6962,
-117.5311,-193.4125,-198.4415,
-127.7849,-186.4507,-198.7661,
-137.8380,-179.1471,-198.7661,
-147.6272,-171.5460,-198.4415,
-157.1482,-163.7725,-197.6962,
-164.9414,-156.7485,-197.0407,
-172.5459,-149.5130,-196.1497,
-179.9172,-142.1023,-195.0324,
-187.1553,-134.1664,-193.8383,
-194.2413,-126.0533,-192.3066,
-201.0846,-117.7517,-190.5267,
-207.6425,-109.3059,-188.5143,
-213.9217,-100.8170,-186.2105,
-219.6146,-92.2629,-184.0054,
-225.0478,-83.5726,-181.5764,
-230.1875,-74.7921,-178.9435,
-231.1906,-64.6669,-181.5764,
-231.9028,-54.4435,-184.0054,
-232.3253,-44.1761,-186.2105,
-232.2352,-33.6180,-188.5143,
-231.8937,-22.9307,-190.5267,
-231.2369,-12.1923,-192.3066,
-230.2728,-1.4639,-193.8383,
-229.0820,9.2114,-195.0324,
-227.4742,19.5389,-196.1497,
-225.5754,29.8635,-197.0407,
-223.3990,40.1260,-197.6962,
-220.2654,52.0117,-198.4415,
-216.8134,63.9144,-198.7661,
-212.9734,75.7330,-198.7661,
-208.7697,87.3912,-198.4415,
-204.3190,98.8480,-197.6962,
-200.0471,108.4311,-197.0407,
-195.5151,117.8990,-196.1497,
-190.7452,127.1996,-195.0324,
-185.4339,136.5362,-193.8383,
-179.9078,145.7826,-192.3066,
-174.1274,154.8557,-190.5267,
-168.1220,163.7023,-188.5143,
-161.9886,172.2974,-186.2105,
-155.6119,180.3555,-184.0054,
-149.0265,188.2082,-181.5764,
-142.2637,195.8093,-178.9435,
-136.5573,204.8614,-173.1615,
-127.1314,208.7742,-175.6480,
-117.5507,212.4315,-177.9206,
-107.8268,215.8312,-179.9765,
-97.6115,218.9124,-182.0731,
-87.2688,221.7079,-183.9321,
-76.8121,224.2139,-185.5511,
-66.2553,226.4273,-186.9278,
-55.9698,228.1989,-188.1331,
-45.6162,229.6909,-189.1092,
-35.2071,230.9043,-189.8547,
-24.7549,231.8361,-190.3692,
-12.3880,232.4273,-190.8543,
0.0000,232.6237,-191.0163,
12.3880,232.4273,-190.8543,
24.7549,231.8361,-190.3692,
35.2071,230.9043,-189.8547,
45.6162,229.6909,-189.1092,
55.9698,228.1989,-188.1331,
66.2553,226.4273,-186.9278,
76.8121,224.2139,-185.5511,
87.2688,221.7079,-183.9321,
97.6115,218.9124,-182.0731,
107.8268,215.8312,-179.9765,
117.5507,212.4315,-177.9206,
127.1314,208.7742,-175.6480,
136.5573,204.8614,-173.1615,
145.8170,200.7001,-170.4641,
152.6363,193.1801,-173.1615,
159.2697,185.4246,-175.6480,
165.7091,177.4427,-177.9206,
171.9468,169.2454,-179.9765,
178.0339,160.4819,-182.0731,
183.8887,151.5090,-183.9321,
189.5034,142.3387,-185.5511,
194.8709,132.9831,-186.9278,
199.7335,123.7477,-188.1331,
204.3528,114.3620,-189.1092,
208.7232,104.8380,-189.8547,
212.8392,95.1847,-190.3692,
217.2228,83.6057,-190.8543,
221.2383,71.8853,-191.0163,
224.8790,60.0427,-190.8543,
228.1386,48.0979,-190.3692,
230.4822,37.8695,-189.8547,
232.5452,27.5950,-189.1092,
234.3248,17.2875,-188.1331,
235.8190,6.9579,-186.9278,
236.9760,-3.7665,-185.5511,
237.8238,-14.4859,-183.9321,
238.3611,-25.1862,-182.0731,
238.5874,-35.8535,-179.9765,
238.3594,-46.1520,-177.9206,
237.8412,-56.3944,-175.6480,
237.0333,-66.5677,-173.1615,
235.9367,-76.6598,-170.4641,
230.8918,-85.4694,-173.1615,
225.5655,-94.1747,-175.6480,
219.9646,-102.7658,-177.9206,
214.0958,-111.2307,-179.9765,
207.6425,-119.7287,-182.0731,
200.9182,-128.0693,-183.9321,
193.9318,-136.2436,-185.5511,
186.6921,-144.2395,-186.9278,
179.4119,-151.7174,-188.1331,
171.9132,-159.0110,-189.1092,
164.2050,-166.1111,-189.8547,
156.2968,-173.0079,-190.3692,
146.6390,-180.7553,-190.8543,
136.7329,-188.1961,-191.0163,
126.5948,-195.3183,-190.8543,
116.2424,-202.1089,-190.3692,
107.2389,-207.4986,-189.8547,
98.1047,-212.6359,-189.1092,
88.8509,-217.5136,-188.1331,
79.4890,-222.1268,-186.9278,
69.6471,-226.5416,-185.5511,
59.7144,-230.6598,-183.9321,
49.7038,-234.4774,-182.0731,
39.6283,-237.9894,-179.9765,
29.7635,-240.9543,-177.9206,
19.8625,-243.6266,-175.6480,
9.9373,-246.0024,-173.1615,
0.0000,-248.0785,-170.4641,
-9.9373,-246.0024,-173.1615,
-19.8625,-243.6266,-175.6480,
-29.7635,-240.9543,-177.9206,
-39.6283,-237.9894,-179.9765,
-49.7038,-234.4774,-182.0731,
-59.7144,-230.6598,-183.9321,
-69.6471,-226.5416,-185.5511,
-79.4889,-222.1268,-186.9278,
-88.8509,-217.5136,-188.1331,
-98.1047,-212.6359,-189.1092,
-107.2389,-207.4986,-189.8547,
-116.2424,-202.1089,-190.3692,
-126.5948,-195.3183,-190.8543,
-136.7329,-188.1961,-191.0163,
-146.6390,-180.7553,-190.8543,
-156.2968,-173.0079,-190.3692,
-164.2050,-166.1111,-189.8547,
-171.9132,-159.0110,-189.1092,
-179.4119,-151.7174,-188.1331,
-186.6921,-144.2395,-186.9278,
-193.9318,-136.2436,-185.5511,
-200.9182,-128.0693,-183.9321,
-207.6425,-119.7287,-182.0731,
-214.0958,-111.2307,-179.9765,
-219.9646,-102.7658,-177.9206,
-225.5655,-94.1747,-175.6480,
-230.8917,-85.4694,-173.1615,
-235.9367,-76.6598,-170.4641,
-237.0333,-66.5677,-173.1615,
-237.8412,-56.3944,-175.6480,
-238.3594,-46.1520,-177.9206,
-238.5874,-35.8535,-179.9765,
-238.3611,-25.1862,-182.0731,
-237.8238,-14.4859,-183.9321,
-236.9760,-3.7665,-185.5511,
-235.8190,6.9579,-186.9278,
-234.3248,17.2875,-188.1331,
-232.5452,27.5950,-189.1092,
-230.4822,37.8695,-189.8547,
-228.1386,48.0979,-190.3692,
-224.8790,60.0427,-190.8543,
-221.2383,71.8853,-191.0163,
-217.2228,83.6057,-190.8543,
-212.8392,95.1847,-190.3692,
-208.7232,104.8380,-189.8547,
-204.3528,114.3620,-189.1092,
-199.7335,123.7477,-188.1331,
-194.8709,132.9831,-186.9278,
-189.5034,142.3387,-185.5511,
-183.8887,151.5090,-183.9321,
-178.0339,160.4819,-182.0731,
-171.9468,169.2454,-179.9765,
-165.7091,177.4427,-177.9206,
-159.2697,185.4246,-175.6480,
-152.6363,193.1801,-173.1615,
-145.8170,200.7001,-170.4641,
-121.1149,217.3723,-169.3565,
-111.4304,220.8562,-171.4852,
-101.6712,224.0075,-173.4498,
-91.3682,226.9093,-175.3995,
-80.9229,229.5265,-177.1160,
-74.4450,236.9714,-170.0107,
-70.3952,231.8482,-178.5838,
-64.2904,239.0124,-171.2926,
-60.2038,233.7790,-179.7888,
-54.0584,240.7649,-172.3687,
-49.8699,235.3822,-180.8572,
-43.6688,242.2068,-173.2923,
-39.4520,236.7068,-181.6991,
-33.2259,243.3511,-174.0041,
-29.0093,237.7489,-182.3054,
-22.8345,244.1697,-174.5300,
-18.5997,238.4493,-182.7485,
-12.4157,244.6958,-174.8461,
-6.2127,238.8451,-183.0730,
0.0000,244.9042,-174.9950,
6.2127,238.8451,-183.0730,
12.4158,244.6958,-174.8461,
18.5997,238.4493,-182.7485,
22.8345,244.1697,-174.5300,
29.0093,237.7489,-182.3054,
33.2259,243.3511,-174.0041,
39.4520,236.7068,-181.6991,
43.6688,242.2068,-173.2923,
49.8699,235.3822,-180.8572,
54.0584,240.7649,-172.3687,
60.2038,233.7790,-179.7888,
64.2904,239.0124,-171.2926,
70.3952,231.8482,-178.5838,
74.4450,236.9714,-170.0107,
80.9229,229.5265,-177.1160,
91.3682,226.9093,-175.3995,
101.6712,224.0075,-173.4498,
111.4304,220.8562,-171.4852,
121.1149,217.3723,-169.3565,
169.3065,182.3595,-169.3565,
175.6121,174.2253,-171.4852,
181.6252,165.9177,-173.4498,
187.5693,157.0160,-175.3995,
193.2862,147.8898,-177.1160,
202.3682,144.0301,-170.0107,
198.7470,138.5953,-178.5838,
207.4468,135.0031,-171.2926,
203.7328,129.4991,-179.7888,
212.2760,125.8138,-172.3687,
208.4509,120.1665,-180.8572,
216.8573,116.3780,-173.2923,
212.9299,110.6676,-181.6991,
221.1731,106.7999,-174.0041,
217.1477,101.0584,-182.3054,
225.1630,97.1697,-174.5300,
221.0311,91.3751,-182.7485,
228.8821,87.4233,-174.8461,
225.2348,79.7159,-183.0730,
232.9171,75.6799,-174.9950,
229.0744,67.8983,-183.0730,
236.5555,63.8072,-174.8461,
232.5263,55.9956,-182.7485,
239.2756,53.7361,-174.5300,
235.0764,45.8795,-182.3054,
241.7078,43.5999,-174.0041,
237.3126,35.6260,-181.6991,
243.8461,33.3144,-173.2923,
239.2722,25.3084,-180.8572,
245.6860,22.9878,-172.3687,
240.9408,14.9849,-179.7888,
247.1804,12.7153,-171.2926,
242.2536,4.6954,-178.5838,
248.3777,2.4268,-170.0107,
243.2993,-6.0340,-177.1160,
244.0380,-16.7774,-175.3995,
244.4615,-27.4728,-173.4498,
244.4798,-37.7282,-171.4852,
244.1596,-48.0147,-169.3565,
225.7520,-104.6676,-169.3565,
219.9646,-113.1786,-171.4852,
213.9217,-121.4641,-173.4498,
207.2924,-129.8679,-175.3995,
200.3803,-138.1253,-177.1160,
199.5154,-147.9559,-170.0107,
193.2277,-146.1914,-178.5838,
192.4995,-155.5751,-171.2926,
186.1176,-153.7435,-179.7888,
185.2522,-163.0079,-172.3687,
178.6996,-161.1152,-180.8572,
177.6940,-170.2804,-173.2923,
171.0500,-168.3095,-181.6991,
169.9184,-177.3445,-174.0041,
163.2139,-175.2904,-182.3054,
161.9929,-184.1150,-174.5300,
155.2045,-181.9767,-182.7485,
153.8727,-190.6641,-174.8461,
145.4155,-189.5769,-183.0730,
143.9506,-198.1309,-174.9950,
135.3631,-196.8805,-183.0730,
133.7836,-205.2602,-174.8461,
125.1095,-203.8413,-182.7485,
125.0459,-210.9585,-174.5300,
116.2759,-209.3934,-182.3054,
116.1577,-216.4044,-174.0041,
107.2153,-214.6890,-181.6991,
107.0364,-221.6168,-173.2923,
98.0084,-219.7400,-180.8572,
97.7839,-226.5576,-172.3687,
88.7057,-224.5175,-179.7888,
88.4756,-231.1528,-171.2926,
79.3257,-228.9454,-178.5838,
79.0608,-235.4714,-170.0107,
69.4443,-233.2560,-177.1160,
59.4555,-237.2780,-175.3995,
49.4144,-240.9864,-173.4498,
39.6665,-244.1727,-171.4852,
29.7841,-247.0465,-169.3565,
-29.7841,-247.0465,-169.3565,
-39.6665,-244.1727,-171.4852,
-49.4144,-240.9864,-173.4498,
-59.4555,-237.2780,-175.3995,
-69.4443,-233.2560,-177.1160,
-79.0608,-235.4714,-170.0107,
-79.3257,-228.9454,-178.5838,
-88.4756,-231.1528,-171.2926,
-88.7057,-224.5175,-179.7888,
-97.7839,-226.5576,-172.3687,
-98.0084,-219.7400,-180.8572,
-107.0364,-221.6168,-173.2923,
-107.2153,-214.6890,-181.6991,
-116.1577,-216.4044,-174.0041,
-116.2759,-209.3934,-182.3054,
-125.0459,-210.9585,-174.5300,
-125.1095,-203.8413,-182.7485,
-133.7836,-205.2602,-174.8461,
-135.3631,-196.8805,-183.0730,
-143.9506,-198.1309,-174.9950,
-145.4155,-189.5769,-183.0730,
-153.8727,-190.6641,-174.8461,
-155.2044,-181.9767,-182.7485,
-161.9929,-184.1150,-174.5300,
-163.2139,-175.2904,-182.3054,
-169.9184,-177.3445,-174.0041,
-171.0500,-168.3095,-181.6991,
-177.6940,-170.2804,-173.2923,
-178.6996,-161.1152,-180.8572,
-185.2522,-163.0079,-172.3687,
-186.1176,-153.7435,-179.7888,
-192.4995,-155.5751,-171.2926,
-193.2277,-146.1914,-178.5838,
-199.5154,-147.9559,-170.0107,
-200.3803,-138.1253,-177.1160,
-207.2924,-129.8679,-175.3995,
-213.9217,-121.4641,-173.4498,
-219.9646,-113.1786,-171.4852,
-225.7520,-104.6676,-169.3565,
-244.1596,-48.0147,-169.3565,
-244.4798,-37.7282,-171.4852,
-244.4615,-27.4728,-173.4498,
-244.0380,-16.7774,-175.3995,
-248.3777,2.4268,-170.0107,
-243.2993,-6.0340,-177.1160,
-247.1804,12.7153,-171.2926,
-242.2536,4.6954,-178.5838,
-245.6860,22.9878,-172.3687,
-240.9408,14.9849,-179.7888,
-243.8461,33.3144,-173.2923,
-239.2722,25.3084,-180.8572,
-241.7078,43.5999,-174.0041,
-237.3126,35.6260,-181.6991,
-239.2756,53.7361,-174.5300,
-235.0764,45.8795,-182.3054,
-236.5555,63.8072,-174.8461,
-232.5263,55.9956,-182.7485,
-232.9171,75.6799,-174.9950,
-229.0744,67.8983,-183.0730,
-228.8821,87.4233,-174.8461,
-225.2348,79.7159,-183.0730,
-225.1630,97.1697,-174.5300,
-221.0311,91.3751,-182.7485,
-221.1731,106.7999,-174.0041,
-217.1477,101.0584,-182.3054,
-216.8573,116.3780,-173.2923,
-212.9299,110.6676,-181.6991,
-212.2760,125.8138,-172.3687,
-208.4509,120.1665,-180.8572,
-207.4468,135.0031,-171.2926,
-203.7328,129.4991,-179.7888,
-202.3682,144.0301,-170.0107,
-198.7470,138.5953,-178.5838,
-193.2862,147.8898,-177.1160,
-187.5693,157.0160,-175.3995,
-181.6252,165.9177,-173.4498,
-175.6121,174.2253,-171.4852,
-169.3065,182.3595,-169.3565,
